SEXO;EDAD;P1;ECOPER;ECOESP;PESPANNA1;PPERSONAL1;RECUVOTOG1;PROBVOTO;ESCIDEOL;NIVELESTENTREV;RELIGION;ECIVIL;SITLAB;RELALAB;CNO11;INGRESHOG;CLASESOCIAL
1;37;2;2;2;52;6;21;10;3;10;5;1;1;1;1;3;5
1;60;2;2;4;11;51;1;10;4;6;6;2;1;1;3;5;3
2;59;2;2;3;24;24;2;10;8;6;1;1;7;0;0;6;3
1;60;1;2;5;1;451;2;10;9;11;6;1;1;3;5;5;3
1;43;2;2;4;8;58;21;10;1;13;6;1;1;1;2;2;3
2;76;1;5;3;77;77;21;10;1;5;2;1;2;0;0;9;4
2;62;2;2;4;8;46;2;9;9;9;1;2;2;0;0;4;3
1;52;2;4;5;51;7;21;10;1;5;6;2;4;0;0;5;12
1;47;4;2;4;24;54;3;10;8;7;2;1;1;1;2;2;3
2;73;2;4;2;16;997;1;0;1;4;2;2;2;0;0;6;3
2;49;1;2;4;1;54;1;10;5;9;2;5;1;1;3;5;5
2;25;2;5;5;16;9;2;10;6;10;2;2;4;0;0;5;12
2;28;1;2;4;13;54;21;10;1;13;6;2;1;1;2;4;12
2;54;1;3;2;52;6;1;10;4;11;5;1;1;5;2;9;3
2;70;2;2;3;1;1;2;10;10;4;2;1;2;0;0;9;3
1;65;1;2;2;52;7;1;10;4;9;6;1;1;3;5;2;3
2;62;1;4;4;1;14;21;10;4;6;5;1;1;1;4;4;5
2;49;1;3;2;15;21;3;10;10;7;2;5;4;0;0;6;3
2;81;1;2;8;21;29;1;98;1;0;1;3;3;0;0;6;98
2;57;1;2;2;451;80;1;10;3;11;5;1;1;1;2;2;2
2;44;1;2;4;8;8;1;10;99;5;2;5;1;1;5;5;12
2;42;1;2;4;46;22;1;10;4;9;3;1;1;1;1;3;1
2;46;1;2;2;22;16;1;9;5;7;5;2;1;1;3;5;3
1;46;2;2;2;1;1;21;10;1;6;6;5;4;0;0;4;5
1;78;2;2;4;13;82;2;10;5;6;2;3;2;0;0;4;3
1;47;1;1;2;51;51;2;10;5;13;6;1;1;2;2;1;3
1;32;2;2;4;13;35;2;10;5;4;2;2;1;1;7;3;4
1;50;1;2;3;24;997;2;10;5;11;4;1;1;3;99;2;3
2;29;1;2;2;20;8;1;10;3;13;4;2;1;1;3;4;3
2;56;1;2;5;51;1;2;10;6;4;2;5;1;1;9;4;3
1;75;1;2;4;46;6;2;10;8;11;2;1;2;0;0;3;2
1;46;1;2;5;24;8;2;10;5;9;2;1;1;1;1;2;12
2;46;4;2;4;13;1;2;10;10;4;2;1;1;1;4;4;3
2;55;1;2;5;24;15;2;10;7;13;2;1;1;2;5;1;2
2;73;1;2;4;1;54;1;10;4;4;1;1;2;0;0;4;98
2;52;1;4;2;10;8;21;10;5;7;4;1;4;0;0;5;6
1;56;1;1;2;30;30;21;10;5;6;6;1;1;1;3;4;12
2;29;1;2;4;51;6;2;10;7;8;2;2;1;1;3;3;3
2;25;1;2;4;24;27;1;10;1;11;6;2;4;0;0;3;3
2;40;2;2;2;58;80;21;10;3;5;9;2;1;1;5;5;5
1;56;1;2;2;22;58;1;10;3;12;2;1;1;1;3;1;3
1;51;1;1;2;24;8;1;10;1;2;5;1;1;2;1;9;3
1;24;1;1;5;8;8;2;8;8;4;2;2;1;1;9;2;3
2;78;2;2;8;51;51;2;10;7;11;1;3;2;0;0;4;3
2;50;1;2;3;9;29;1;10;4;11;2;1;1;1;2;2;3
1;26;1;2;4;1;51;21;10;3;10;2;2;1;1;1;4;3
2;37;1;4;2;1;1;1;10;1;5;6;2;4;0;0;5;4
2;59;1;2;2;80;80;1;10;3;11;6;1;8;0;0;4;4
2;60;2;2;5;24;451;2;10;8;7;1;1;2;0;0;4;4
2;60;1;2;4;51;46;2;10;5;7;3;1;1;1;4;3;5
1;59;1;2;2;51;80;1;10;3;4;6;1;4;0;0;5;3
2;42;4;4;4;9;7;21;10;1;7;6;2;1;1;5;6;4
1;71;2;2;5;24;8;2;10;5;6;1;1;2;0;0;2;3
1;51;1;1;4;51;51;2;10;8;11;1;5;1;2;1;1;3
1;54;1;2;1;8;14;1;10;5;5;6;1;1;3;8;4;3
2;56;2;2;2;9;997;1;10;1;6;6;2;1;1;4;4;3
2;53;2;3;4;13;51;1;8;3;9;4;1;1;1;2;4;3
1;65;1;2;2;16;80;1;10;1;4;2;4;2;0;0;5;3
2;31;1;2;4;49;7;1;10;3;13;1;2;1;1;2;4;3
1;64;4;2;2;13;78;21;9;3;6;2;1;2;0;0;4;3
2;33;1;2;4;9;9;2;10;6;13;1;1;1;3;2;3;3
2;41;1;4;2;7;8;21;10;1;7;6;1;8;0;0;4;5
2;40;2;1;4;24;10;2;10;10;9;6;2;1;1;1;1;3
2;18;4;2;5;24;8;2;10;7;6;1;2;6;0;0;3;98
1;41;2;2;2;13;50;2;10;6;12;4;1;1;2;1;2;3
1;45;1;2;4;1;80;2;10;10;10;2;2;1;1;2;4;4
1;53;2;2;2;13;50;21;10;1;6;6;1;1;1;4;3;3
2;65;1;1;2;58;55;1;10;1;6;4;1;2;0;0;3;3
1;22;2;2;4;24;1;2;10;10;4;2;2;4;0;0;1;3
1;45;1;5;4;22;1;21;3;98;11;6;2;1;1;2;5;96
1;22;1;4;2;16;70;21;10;2;6;6;2;6;0;0;5;3
1;46;5;2;2;18;54;21;10;5;4;6;1;1;1;4;4;96
1;57;1;2;2;51;6;1;10;5;7;1;1;1;1;8;3;3
1;37;1;2;3;6;6;1;10;4;9;2;2;1;1;2;4;3
1;23;2;2;2;13;20;21;10;2;6;6;2;4;0;0;4;5
2;56;2;2;3;46;76;21;10;2;10;4;5;1;1;2;3;5
1;70;2;2;2;1;29;1;10;2;7;2;1;2;0;0;3;3
2;21;2;2;4;20;51;21;10;2;6;6;2;6;0;0;4;3
1;68;2;2;2;51;997;1;10;1;4;6;1;1;2;2;2;3
2;56;1;1;2;8;58;1;10;5;5;1;1;1;1;5;4;1
1;51;2;1;4;30;80;2;10;5;14;4;1;1;1;2;2;3
1;46;2;2;4;65;65;2;5;6;6;4;5;1;1;10;5;3
1;70;2;2;2;13;998;1;10;3;2;4;1;2;0;0;3;4
2;57;4;2;4;21;21;2;10;6;7;2;1;1;3;4;3;3
1;23;4;4;4;51;51;3;10;7;6;1;2;6;0;0;6;3
1;60;1;2;2;13;50;21;10;5;9;2;2;1;1;2;5;3
1;66;2;4;2;1;12;1;10;5;2;5;1;2;0;0;5;12
2;81;2;4;5;24;29;1;10;10;0;1;3;3;0;0;6;6
1;72;2;2;2;77;29;1;10;3;4;6;1;2;0;0;5;6
1;42;1;2;3;51;997;21;10;1;6;6;2;1;3;7;9;98
1;73;1;2;3;1;997;1;10;3;9;4;1;2;0;0;2;3
2;58;2;2;2;51;51;1;10;1;9;6;2;8;0;0;6;3
2;77;2;2;2;46;78;2;7;6;2;2;1;3;0;0;5;6
1;46;2;2;4;51;10;3;7;98;4;5;1;1;1;6;4;3
2;23;1;2;4;24;6;1;10;6;6;2;2;6;0;0;5;4
2;77;1;3;3;16;12;1;10;1;2;2;3;2;0;0;6;96
2;56;1;5;5;13;7;3;0;10;5;2;5;4;0;0;6;12
2;46;2;2;4;996;23;2;10;7;13;2;1;1;2;1;1;2
2;41;2;2;5;50;8;21;10;1;6;4;2;8;0;0;4;9
2;69;1;2;2;80;20;1;10;3;14;4;1;1;1;2;1;2
1;53;1;2;2;45;16;21;10;2;4;5;1;1;1;8;4;4
1;28;2;2;4;51;25;1;9;4;11;5;2;6;0;0;1;3
1;47;1;5;5;45;997;1;10;3;6;1;1;1;1;7;5;99
1;31;1;5;5;18;18;3;10;10;4;2;2;1;1;8;5;12
2;76;2;2;5;51;29;2;10;10;2;1;3;3;0;0;5;2
2;65;1;2;2;50;6;21;10;2;5;5;1;8;0;0;4;5
2;58;4;2;5;8;24;2;10;8;11;2;3;1;1;3;2;3
1;58;1;2;3;1;78;1;1;5;4;1;1;2;0;0;6;4
2;38;1;2;4;11;80;1;10;3;13;5;1;1;3;2;2;3
1;66;2;1;2;80;80;1;10;4;10;5;1;2;0;0;1;2
2;57;1;2;3;51;80;21;10;3;7;5;1;1;1;1;4;3
1;63;4;2;4;1;997;2;10;5;6;2;1;1;3;3;3;3
1;75;2;2;2;51;1;1;1;4;5;4;3;2;0;0;4;4
1;76;4;2;2;20;20;1;10;1;4;4;3;2;0;0;5;6
1;48;5;2;5;24;11;3;10;10;11;2;2;1;1;10;4;3
2;59;2;2;4;50;8;1;10;6;14;2;5;1;1;2;4;3
2;54;1;2;2;80;8;21;10;1;7;5;1;1;1;4;4;5
1;44;4;2;2;35;51;2;10;6;4;2;1;1;3;7;2;3
2;22;4;4;4;996;63;1;10;2;6;5;2;6;0;0;5;4
1;47;2;2;4;8;6;21;10;2;8;6;1;1;1;2;3;5
2;46;2;2;4;9;997;1;4;5;12;5;1;1;1;2;2;1
1;27;2;1;5;51;20;3;9;10;7;2;2;1;1;2;2;3
2;35;4;2;4;1;9;1;8;4;13;5;2;1;1;2;3;3
1;49;1;4;4;9;8;3;10;3;7;1;1;4;0;0;4;4
1;76;9;9;3;51;997;3;10;8;4;4;1;2;0;0;5;99
1;28;4;9;5;11;998;2;8;5;4;2;2;1;1;7;5;4
2;42;1;2;4;51;51;2;10;5;5;1;3;2;0;0;2;3
1;69;1;2;2;13;82;1;10;4;7;2;5;2;0;0;9;3
2;71;2;2;3;1;997;1;10;5;2;1;1;2;0;0;4;5
1;28;2;2;2;8;7;21;10;3;7;5;2;1;1;3;4;3
1;43;4;2;2;451;998;2;10;7;7;2;1;1;1;8;4;11
1;75;2;2;2;82;80;1;10;4;8;2;3;2;0;0;4;3
1;75;1;1;5;24;997;2;10;10;7;2;2;2;0;0;3;3
1;52;2;2;2;34;58;21;10;2;11;6;1;1;1;2;3;5
2;38;2;2;4;24;3;3;10;8;10;1;1;1;1;4;1;2
1;49;2;1;5;25;63;2;10;7;7;2;5;1;3;7;2;3
1;65;2;1;2;50;52;1;10;3;9;6;1;2;0;0;4;8
1;64;1;2;2;46;20;21;9;2;9;4;5;1;1;4;4;5
1;56;2;2;2;22;20;2;10;6;11;1;1;1;1;2;2;2
2;59;1;2;4;13;46;21;10;1;4;6;5;1;1;9;5;12
2;53;2;2;4;13;20;2;10;7;9;2;1;1;3;5;2;96
2;68;1;2;5;24;997;1;10;5;6;2;1;2;0;0;3;2
2;32;4;2;4;18;18;2;10;9;10;2;2;1;1;99;2;3
1;67;2;2;5;50;35;2;10;6;4;2;5;2;0;0;4;3
1;67;2;2;3;22;78;2;10;8;7;2;5;2;0;0;4;3
2;53;1;2;2;51;51;1;10;3;10;4;1;1;1;3;1;3
1;68;2;2;2;13;38;1;10;3;11;2;1;2;0;0;3;3
1;31;1;2;2;65;7;21;10;2;13;6;2;1;1;2;2;12
1;27;2;2;2;20;20;2;10;5;7;5;2;4;0;0;5;3
2;32;2;2;4;8;8;1;10;4;13;5;2;1;1;2;2;3
1;44;2;2;2;451;8;1;10;2;11;2;1;1;1;2;3;3
1;31;4;4;4;24;9;3;10;5;13;4;2;4;0;0;4;3
1;38;1;1;5;11;29;3;10;10;4;1;2;2;0;0;6;11
2;71;1;2;5;51;6;2;10;10;2;1;1;2;0;0;9;5
2;53;2;2;4;24;58;2;10;8;6;2;1;1;1;4;2;3
1;56;1;2;2;20;9;21;3;3;7;1;1;1;1;3;4;3
2;69;2;2;1;77;54;1;10;5;6;2;1;2;0;0;3;5
1;38;2;2;2;8;8;21;10;3;10;4;2;1;1;2;1;3
2;57;1;2;2;46;9;1;10;5;11;2;5;1;1;1;1;5
1;87;2;1;4;16;997;1;10;1;7;2;1;2;0;0;4;3
2;37;1;2;4;8;8;21;10;3;13;4;2;8;0;0;4;12
2;32;1;2;4;51;21;1;8;3;13;6;1;1;1;3;4;4
2;38;1;2;2;7;7;21;10;2;11;4;2;1;1;2;4;3
2;67;1;2;2;58;6;1;10;1;9;6;1;2;0;0;3;3
1;32;4;2;4;24;8;3;10;6;7;2;1;1;1;9;4;3
2;20;2;2;2;58;22;21;10;4;6;5;2;6;0;0;1;3
1;67;2;2;4;24;13;3;10;7;11;4;1;2;0;0;2;4
1;37;2;2;2;65;8;1;10;3;9;2;1;1;1;2;4;4
1;42;4;1;4;24;24;2;10;6;11;2;1;1;1;2;1;3
1;49;1;2;4;17;9;21;10;4;12;4;1;1;1;1;2;3
1;22;2;2;4;8;51;21;10;1;6;6;2;1;5;5;1;2
1;63;1;2;2;24;997;2;10;7;6;2;5;2;0;0;5;3
1;55;4;5;5;451;8;1;10;7;11;2;1;4;0;0;4;4
2;68;1;2;2;7;7;1;10;3;6;1;1;2;0;0;2;3
2;53;2;2;2;1;49;21;10;4;13;5;1;1;1;3;2;3
2;75;1;2;3;21;997;21;10;2;11;6;1;2;0;0;1;3
2;55;1;1;2;82;22;2;10;7;14;1;1;1;1;2;1;3
1;28;1;2;4;9;7;2;5;7;13;4;2;1;1;2;1;4
2;82;4;2;4;21;21;2;10;9;9;1;1;7;0;0;4;3
1;77;4;2;4;8;10;2;10;7;8;2;1;2;0;0;3;3
1;43;5;4;5;13;8;2;10;6;5;2;1;1;1;7;4;12
1;60;4;2;4;45;997;2;9;6;4;2;2;2;0;0;4;3
2;79;1;5;2;47;997;2;10;10;2;1;2;2;0;0;6;98
1;42;2;2;5;8;8;2;10;6;8;2;1;1;1;2;3;5
1;67;2;2;2;51;29;21;10;4;11;4;1;2;0;0;2;3
2;60;4;2;5;24;29;2;10;10;13;3;1;1;1;2;4;3
1;36;2;4;5;11;35;3;0;8;5;5;1;1;3;3;6;6
1;47;5;2;3;46;81;2;10;5;6;2;1;1;1;3;4;3
1;81;2;2;4;24;24;2;10;5;11;1;1;2;0;0;4;3
2;55;1;2;4;50;55;2;10;6;14;1;1;1;1;2;1;3
2;61;2;2;3;51;998;1;9;4;13;6;5;1;1;2;4;2
2;35;2;2;4;8;8;21;10;3;11;6;2;1;1;2;3;12
2;49;2;4;4;6;6;1;10;8;5;2;1;2;0;0;4;3
2;45;1;2;4;51;9;1;10;3;13;4;2;1;1;2;3;4
2;64;1;3;4;1;23;21;6;4;11;4;1;2;0;0;2;3
2;58;4;2;4;45;6;2;10;99;11;2;5;1;1;2;3;3
1;26;4;2;2;54;7;1;10;4;10;6;2;1;1;2;1;3
2;65;2;2;5;51;51;2;10;9;11;2;1;1;2;2;3;3
2;46;2;2;2;20;20;21;10;4;11;5;1;1;1;2;2;3
2;61;1;5;3;9;8;1;10;1;4;6;5;1;1;9;6;96
2;70;2;2;2;77;8;1;10;3;11;6;2;2;0;0;4;3
1;61;4;2;4;24;54;2;10;6;11;2;1;2;0;0;2;3
1;61;2;2;4;51;46;2;10;6;7;2;1;2;0;0;4;3
1;30;2;2;2;25;22;21;10;3;13;6;2;1;1;2;3;3
2;93;2;3;8;1;78;1;10;1;0;9;3;3;0;0;6;98
1;36;2;4;2;7;7;1;10;4;4;2;5;1;1;7;3;12
1;73;1;2;2;51;20;2;10;5;7;2;1;2;0;0;2;3
2;57;1;2;2;80;80;21;10;2;6;6;5;1;1;3;4;3
1;47;4;2;4;25;35;1;10;6;6;6;5;1;2;2;2;3
2;58;2;2;4;9;45;2;10;8;9;6;2;1;1;1;3;3
2;44;2;2;2;996;9;21;10;2;12;5;1;1;1;2;3;3
2;59;2;2;3;8;998;1;10;5;11;5;5;1;1;1;2;2
2;24;2;2;4;51;58;21;10;3;10;5;2;1;1;5;4;3
1;45;2;2;4;51;997;2;10;5;7;4;1;1;1;2;1;3
2;28;1;4;1;52;22;21;10;4;13;5;2;1;1;2;2;3
1;34;2;2;4;51;7;1;0;4;7;5;2;1;1;7;4;4
2;28;1;2;2;51;7;21;9;2;13;6;2;1;3;2;4;3
2;56;1;2;2;6;1;1;10;1;7;2;1;4;0;0;3;3
2;64;2;3;4;20;3;1;0;2;6;2;1;2;0;0;9;12
2;27;1;2;2;9;9;1;7;4;10;2;2;4;0;0;3;3
1;46;4;2;4;49;29;2;9;5;13;5;5;1;1;2;4;4
2;69;4;2;2;10;6;1;8;6;4;2;1;7;0;0;6;3
2;56;1;2;2;1;1;1;10;2;6;2;1;4;0;0;4;5
1;47;4;2;4;8;8;2;10;7;11;1;1;1;1;2;3;3
1;58;2;2;5;24;24;3;10;8;12;2;1;1;1;1;2;3
2;69;1;3;4;24;10;2;10;9;6;2;1;7;0;0;4;4
1;67;4;2;4;24;24;2;10;6;11;2;5;2;0;0;4;3
1;36;4;2;3;82;1;1;10;1;5;2;1;4;0;0;5;3
1;83;1;2;5;70;29;2;10;8;9;1;3;2;0;0;4;3
2;32;2;2;2;7;7;2;0;6;7;2;2;1;1;3;5;3
2;48;1;2;1;7;22;1;10;3;7;2;1;1;1;4;3;3
1;59;5;2;9;11;26;1;10;1;6;2;1;1;1;1;2;6
1;83;2;2;4;50;50;2;10;10;9;1;1;2;0;0;2;98
1;50;2;2;2;20;8;1;10;3;6;5;1;1;1;3;4;5
1;45;4;4;5;13;8;2;10;8;4;2;1;1;1;8;5;12
1;34;2;2;2;13;7;1;10;7;10;5;2;1;1;2;3;3
1;68;2;2;4;8;997;1;10;4;4;2;1;2;0;0;5;3
2;68;2;2;2;8;1;1;98;99;4;1;3;2;0;0;6;3
1;45;2;2;5;8;8;2;5;5;6;5;2;1;1;8;5;12
1;68;2;3;3;51;29;1;10;6;4;2;3;2;0;0;6;4
1;51;2;2;4;8;8;3;10;7;6;1;1;1;1;10;2;3
1;73;1;2;2;50;6;21;10;1;6;5;1;2;0;0;5;3
1;44;2;2;5;51;3;2;10;6;14;5;1;1;1;1;2;3
1;60;1;2;2;1;6;21;10;2;11;5;2;1;1;2;2;3
1;25;1;4;2;65;20;1;10;3;14;6;2;6;0;0;3;3
1;70;2;2;4;13;6;1;10;2;4;5;1;2;0;0;5;4
2;64;1;2;2;20;20;1;10;1;2;5;1;4;0;0;8;4
2;55;4;2;2;996;51;2;10;5;11;3;2;1;1;1;3;96
1;76;1;3;4;30;997;2;10;98;1;9;1;2;0;0;5;12
2;45;2;4;5;24;8;3;10;8;4;5;1;1;1;5;4;3
1;67;2;2;5;24;50;2;10;5;2;2;1;2;0;0;5;5
1;42;4;5;5;25;55;21;0;2;13;4;2;4;0;0;6;12
2;41;4;2;2;15;15;2;10;7;11;2;2;1;1;2;2;3
2;58;1;2;2;51;82;2;10;5;7;1;1;1;1;4;3;5
2;60;1;2;3;46;46;1;6;4;11;2;1;2;0;0;2;3
1;36;2;4;5;9;9;1;0;98;7;1;1;4;0;0;6;12
1;56;4;2;4;35;35;2;10;10;9;2;1;1;2;1;2;3
1;57;2;2;2;51;29;1;10;3;9;6;5;1;1;2;4;2
1;80;5;3;2;18;29;3;10;7;6;6;1;2;0;0;5;3
1;38;2;4;4;13;8;2;9;6;6;2;2;1;1;4;5;12
2;26;1;4;4;9;9;1;10;1;7;4;2;4;0;0;5;12
1;39;1;2;2;45;997;1;10;3;14;6;1;1;1;2;2;3
2;20;5;2;4;25;22;3;10;10;6;1;2;6;0;0;3;3
2;49;2;4;4;6;9;1;10;3;7;2;1;4;0;0;5;5
1;43;1;2;1;70;70;21;10;7;14;5;1;1;1;2;4;96
2;39;4;2;5;24;8;2;10;10;11;2;1;1;1;4;4;3
2;76;8;2;4;16;8;2;10;6;9;1;1;2;0;0;3;5
2;53;2;3;4;20;20;2;6;3;4;2;1;1;1;9;5;12
1;56;2;2;4;1;997;2;10;8;6;6;1;1;1;4;3;3
2;76;2;3;5;51;12;1;10;1;0;1;1;2;0;0;5;4
1;51;2;4;5;51;9;2;10;5;5;2;1;4;0;0;4;12
1;60;2;2;2;50;997;21;10;1;11;4;1;2;0;0;2;3
2;65;2;2;4;21;21;2;10;5;11;2;1;2;0;0;3;3
1;71;2;3;5;70;997;2;10;98;4;9;1;2;0;0;6;97
2;56;1;3;2;50;11;1;10;4;6;2;1;4;0;0;5;5
1;40;2;2;4;24;20;2;10;6;12;2;1;1;1;1;1;3
1;36;4;4;4;1;1;1;6;5;7;4;2;4;0;0;3;4
1;69;2;2;2;50;80;1;10;2;11;5;1;2;0;0;9;3
1;51;5;2;5;24;1;3;10;10;7;1;2;4;0;0;4;6
2;63;2;2;2;1;6;3;10;1;4;2;1;1;1;5;4;4
1;89;4;2;4;20;8;2;10;6;11;1;3;2;0;0;4;3
2;38;2;2;5;6;1;1;0;4;9;9;2;4;0;0;5;12
2;56;2;4;4;8;8;1;10;4;5;5;5;1;1;9;5;4
1;31;1;2;4;51;51;1;10;5;10;5;2;1;1;2;5;5
1;64;2;2;3;6;6;21;10;4;14;2;2;1;1;2;2;2
2;62;1;2;2;51;13;1;10;2;14;6;5;1;1;2;3;3
2;57;2;2;4;51;451;2;10;7;13;2;1;1;1;3;3;3
1;50;1;2;2;13;50;1;10;2;6;5;1;1;1;5;2;3
1;61;5;4;5;24;24;3;10;9;4;4;5;1;2;5;3;3
2;84;1;3;8;82;16;1;10;6;4;2;1;2;0;0;5;11
1;66;4;1;4;9;9;2;10;5;6;2;1;1;2;1;1;2
2;45;4;2;2;51;51;1;10;3;13;5;1;1;1;3;3;3
1;46;2;4;2;51;998;21;10;3;11;6;1;1;1;2;4;3
1;54;2;5;2;46;997;21;10;3;6;4;2;4;0;0;6;97
1;70;2;2;1;51;7;1;10;1;7;6;1;2;0;0;4;4
2;35;1;2;4;9;80;1;10;3;12;6;2;1;1;2;3;3
2;72;1;2;4;54;2;1;7;4;6;2;1;7;0;0;3;3
1;21;1;4;2;77;77;1;10;1;6;6;2;6;0;0;4;3
2;31;2;4;4;1;9;2;10;8;5;5;2;4;0;0;3;3
2;70;2;3;3;18;8;2;10;6;5;1;3;3;0;0;6;4
2;72;2;2;4;2;29;2;10;8;6;1;2;2;0;0;2;3
1;36;4;2;2;9;8;2;10;7;4;5;1;1;3;7;2;3
1;54;1;3;2;58;9;1;10;4;4;5;1;1;1;9;5;12
2;52;1;3;3;13;16;1;10;4;11;2;2;1;1;2;4;3
1;49;2;2;4;20;24;2;10;5;7;2;1;1;1;3;3;4
1;53;2;4;2;51;8;1;10;1;9;5;1;1;1;4;3;3
1;59;2;2;2;51;9;1;10;3;12;2;1;1;1;2;1;3
2;69;2;2;2;6;6;1;10;4;6;2;1;2;0;0;3;4
1;59;4;2;4;24;24;2;10;4;6;5;1;4;0;0;1;3
1;84;2;2;2;51;51;1;10;5;4;2;1;2;0;0;4;3
1;29;2;2;4;51;51;2;10;5;13;5;2;1;1;1;2;3
2;41;2;2;4;1;9;1;10;3;11;6;2;1;1;5;3;3
1;28;2;2;2;51;8;21;10;2;10;6;2;1;1;2;3;3
2;25;1;3;3;51;51;1;10;3;14;5;1;1;1;5;5;3
1;68;1;2;2;7;6;1;10;3;11;4;1;2;0;0;2;3
2;57;1;2;3;83;83;1;10;4;14;2;5;1;1;2;3;3
1;72;1;2;3;51;54;1;10;8;6;5;5;2;0;0;4;3
1;77;2;2;2;51;997;1;10;7;2;2;1;2;0;0;5;3
2;51;4;2;5;20;20;2;10;7;6;2;1;7;0;0;4;3
1;34;5;2;5;24;24;2;10;9;10;6;1;1;1;10;3;3
1;55;2;2;2;9;997;1;10;3;12;4;5;1;1;2;4;3
1;24;5;4;5;16;997;3;8;10;4;5;2;1;1;9;6;12
1;40;1;2;4;58;58;21;10;1;4;6;1;1;1;10;3;5
2;45;1;2;4;8;8;21;10;3;9;5;2;2;0;0;6;12
2;75;2;2;2;26;65;2;10;8;4;1;3;3;0;0;4;3
1;22;5;2;4;24;24;3;10;10;10;2;2;3;0;0;4;3
1;26;2;1;2;7;7;21;10;2;13;6;2;1;1;3;2;5
1;53;1;2;2;19;80;1;10;5;6;6;1;1;1;6;3;5
2;40;2;2;5;70;15;2;10;6;15;5;2;1;1;3;4;5
1;74;1;1;3;20;997;1;10;4;7;2;3;2;0;0;3;3
2;40;1;2;2;1;83;1;9;4;13;2;1;1;1;2;3;5
1;35;4;2;4;50;8;21;5;1;7;6;1;1;1;8;3;4
2;62;2;3;3;51;35;2;10;5;11;2;2;1;2;1;5;3
2;75;4;4;4;24;22;2;0;10;6;1;3;3;0;0;6;98
1;54;4;2;4;22;42;2;10;6;11;2;1;1;1;2;1;96
2;71;5;4;5;51;8;2;10;6;7;2;3;2;0;0;5;4
1;56;2;2;2;51;51;1;5;5;8;4;1;1;1;4;3;3
2;70;2;3;4;24;54;2;8;5;9;2;1;2;0;0;2;3
1;34;2;2;4;50;76;2;9;7;7;3;1;1;1;10;1;2
1;45;5;2;2;45;8;2;10;7;7;2;2;1;3;7;3;3
2;71;4;1;2;51;997;21;10;8;11;6;1;2;0;0;1;2
2;25;1;2;2;82;9;21;10;3;7;5;2;1;3;9;3;4
1;80;4;3;3;45;6;2;10;10;2;1;1;2;0;0;9;3
1;38;4;5;5;24;8;2;10;6;4;6;1;1;1;5;4;12
2;42;2;2;4;13;13;21;10;1;10;6;1;1;1;2;3;5
1;54;2;4;5;51;8;2;10;10;4;1;2;2;0;0;3;12
2;57;1;2;4;8;8;1;10;1;7;5;1;1;1;5;3;4
2;67;5;2;8;50;51;2;9;7;11;2;1;2;0;0;1;3
2;69;2;2;4;998;51;1;10;3;9;2;1;2;0;0;3;3
1;35;2;2;5;51;8;2;10;5;13;2;2;1;1;2;4;12
1;55;1;2;1;6;6;21;10;1;4;6;2;8;0;0;4;5
2;19;2;2;4;52;52;1;9;3;6;6;2;6;0;0;3;4
2;50;1;3;5;8;20;21;10;1;6;6;1;1;1;5;2;12
2;48;2;2;4;22;22;2;10;7;13;5;1;1;1;2;2;3
2;39;1;2;4;9;22;1;10;3;9;6;1;1;1;2;2;3
2;67;1;2;4;8;14;1;10;3;9;6;5;2;0;0;2;3
2;59;1;2;3;52;997;1;10;4;11;4;1;1;1;2;3;3
2;54;4;2;4;1;51;2;10;7;11;2;1;1;1;3;1;2
2;48;4;2;5;24;8;2;10;7;11;1;1;1;2;1;2;3
2;53;1;2;2;51;8;1;10;3;12;5;1;1;1;2;1;3
1;18;4;2;4;8;8;3;0;8;6;5;2;6;0;0;2;3
1;46;1;2;4;9;9;2;10;5;7;4;1;1;1;3;2;3
1;71;1;3;3;52;25;21;10;3;6;4;5;2;0;0;6;12
2;59;2;4;4;8;1;2;9;7;2;2;1;1;3;6;5;12
1;48;5;2;2;24;18;1;10;1;4;5;5;1;1;6;5;4
2;51;1;2;4;13;8;1;10;5;12;2;1;1;2;2;2;3
2;47;1;2;4;8;8;2;10;6;7;2;1;1;1;4;2;11
1;54;2;2;4;21;8;2;10;10;7;2;1;1;1;10;2;3
1;38;2;1;4;9;996;21;10;4;5;5;1;1;2;1;2;2
1;54;1;2;4;13;16;2;10;5;10;2;1;1;2;1;4;96
2;45;4;3;4;24;8;2;10;7;5;2;5;1;1;4;5;4
2;51;2;4;4;1;1;2;10;7;7;2;1;3;0;0;4;12
1;51;4;3;5;451;42;2;10;8;4;2;2;2;0;0;5;4
1;32;1;2;5;35;35;2;9;7;10;5;2;1;2;2;2;3
2;53;1;4;4;16;9;2;9;98;7;2;5;1;1;3;5;12
1;58;1;2;4;20;80;1;10;2;7;6;1;1;1;7;4;12
2;28;2;3;3;20;9;1;10;3;13;1;2;1;1;2;5;12
1;84;2;2;2;13;997;1;9;5;2;2;1;2;0;0;4;2
1;60;2;2;4;26;78;2;10;6;14;1;1;1;1;2;1;96
2;58;1;2;2;54;997;1;10;3;6;2;1;1;1;4;3;3
2;83;1;4;2;58;58;1;10;1;2;1;1;2;0;0;6;11
1;52;2;2;4;8;22;2;10;6;11;1;2;1;1;2;1;3
1;79;2;2;2;50;50;2;10;5;8;2;1;2;0;0;2;3
1;70;1;4;5;51;8;2;0;6;6;9;1;2;0;0;4;3
2;62;1;2;2;20;20;1;10;7;11;2;3;1;1;4;4;3
